"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"single","fifth choice","Nursing","daytime","Secondary education",136,"Portuguese",133,"yes","no",NA,"female","no",7,5,7,5,7.6,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Secondary education",133.1,NA,NA,"yes","no","no","female","yes",6,6,6,6,15.5,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",136,"Portuguese",125.5,"yes","no","no","female","yes",7,6,7,6,7.6,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",134,"Portuguese",131.2,"no","no",NA,"female","no",5,1,5,5,7.6,"Enrolled"
"single","second choice","Basic Education","daytime","Secondary education",122,"Portuguese",112.9,NA,"no",NA,"female","yes",7,7,7,6,NA,"Graduate"
NA,"seventh chioce","Nursing","daytime",NA,138,"Portuguese",124.8,"yes","no","no","female","no",8,7,NA,7,12.7,"Dropout"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",160,"Portuguese",140.9,"no","no",NA,"female",NA,11,11,7,7,16.2,"Graduate"
"divorced","second choice","Management (evening attendance)","evening","Secondary education",130,"Portuguese",NA,"no","no","no","female","yes",5,4,5,4,13.9,"Enrolled"
"single",NA,"Journalism and Communication","daytime","Secondary education",161,"Portuguese",NA,"no","no",NA,"female","yes",6,6,6,6,15.5,"Graduate"
"divorced",NA,"Management (evening attendance)","evening","Secondary education",140,"Portuguese",129.7,"no","no","no","female","no",5,NA,5,5,13.9,"Graduate"
"married","second choice","Veterinary Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",128.2,"no","no","no","female",NA,NA,0,6,0,12.7,"Dropout"
"married","second choice","Social Service (evening attendance)",NA,"Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",104,"no","no","yes","female","no",11,10,11,10,NA,"Enrolled"
"single","fifth choice","Management","daytime","Secondary education",130,"Portuguese",119.9,"yes","no","no","female","no",5,NA,5,0,9.4,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",152,"Portuguese",141,"yes","no","no","female","yes",7,7,8,8,12.4,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",125,"Portuguese",116.6,"yes",NA,NA,NA,NA,7,7,NA,6,8.9,"Enrolled"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",NA,"Portuguese",140,"yes","no","no","female","no",6,5,6,NA,16.2,"Enrolled"
"divorced","second choice","Nursing","daytime",NA,NA,"Portuguese",NA,"no","no","no",NA,"yes",7,5,8,6,16.2,"Dropout"
"single","second choice",NA,"daytime","Secondary education",170,"Portuguese",100,"no","no","no","female","no",7,6,8,8,13.9,"Enrolled"
"single","second choice","Social Service","daytime","Secondary education",135,"Portuguese",121,NA,"no","no","female","no",6,3,NA,3,7.6,"Enrolled"
"single","second choice","Basic Education","daytime","Secondary education",125,"Portuguese",117,"no","no","no","female","yes",6,6,6,NA,15.5,"Graduate"
"single","second choice",NA,"daytime","Professional higher technical course",140,NA,140.2,"no","no","no",NA,"no",11,9,9,8,8.9,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",124,"Portuguese",129.3,"no","no","no","female","no",6,6,6,NA,7.6,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",140,"Portuguese",145.3,NA,"no","no","female","no",NA,6,6,6,7.6,"Graduate"
"single","second choice","Management (evening attendance)","evening","Higher education - degree",130,NA,146.2,"no",NA,"no","female","no",14,11,11,10,10.8,"Graduate"
"single","second choice","Basic Education","daytime","Secondary education",134,"Portuguese",122.5,"yes","no","no","female","no",6,NA,6,5,15.5,"Enrolled"
"single",NA,"Social Service (evening attendance)","evening","Technological specialization course",160,"Portuguese",156.1,"no","no",NA,"female","yes",NA,6,NA,NA,13.9,"Graduate"
"single","second choice","Veterinary Nursing",NA,"Technological specialization course",140,"Portuguese",140,NA,NA,"no","female",NA,6,NA,6,1,12.4,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",150,"Portuguese",140,"no","yes","no","female","no",7,5,8,5,16.2,"Enrolled"
"single","seventh chioce","Journalism and Communication","daytime","Secondary education",NA,NA,128.4,"yes","no","yes",NA,"no",6,5,6,5,7.6,"Dropout"
"single","third choice","Veterinary Nursing","daytime","Secondary education",120,"Portuguese",115,"no","no",NA,"female","no",5,2,NA,2,7.6,"Dropout"
"single",NA,"Veterinary Nursing","daytime","Secondary education",166,"Portuguese",158.7,"no","no","no","female","no",6,6,6,NA,NA,"Graduate"
"single","fifth choice","Nursing","daytime","Secondary education",147,"Portuguese",124.5,"yes","no",NA,"female","yes",8,7,8,7,10.8,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",121,"Portuguese",111.9,"yes",NA,"no","female","no",11,11,11,NA,12.4,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",150,"Portuguese",150,"yes","no","no",NA,"yes",6,6,6,3,13.9,"Graduate"
NA,"second choice","Advertising and Marketing Management","daytime","Secondary education",124,"Portuguese",114.2,"yes","no","yes","female","no",6,5,6,4,10.8,"Dropout"
"single",NA,"Management","daytime","Secondary education",96,"Portuguese",96,"yes","no","no","female","no",5,3,5,0,16.2,"Dropout"
NA,"fifth choice","Communication Design","daytime",NA,125,"Portuguese",128.9,NA,"no","no","female","yes",6,5,6,4,8.9,"Enrolled"
"single","second choice","Tourism","daytime","Secondary education",136,"Portuguese",121.7,"yes","no","no","female","no",6,3,6,3,10.8,"Enrolled"
NA,"second choice","Journalism and Communication","daytime",NA,120,"Portuguese",114.8,"yes","yes","no","female","no",6,4,6,3,7.6,"Enrolled"
"single","second choice","Tourism","daytime",NA,128,"Portuguese",127,"no","no",NA,"female","no",6,6,6,4,12.4,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",NA,"Portuguese",131.3,"yes","no","no","female","no",8,7,8,7,10.8,"Graduate"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",NA,"Portuguese",137.1,"yes","no","no","female",NA,NA,0,0,0,12.7,"Graduate"
"single",NA,"Communication Design","daytime","Higher education - degree (1st cycle)",120,"Portuguese",120,"yes","no","no",NA,"no",13,13,12,12,13.9,"Graduate"
"single","second choice","Management (evening attendance)","evening","Higher education - degree (1st cycle)",140,"Portuguese",139,"no","no","no","female","no",5,5,5,5,8.9,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",135,"Portuguese",129.1,"no","no","no",NA,"no",6,6,6,6,15.5,"Graduate"
"divorced","second choice","Veterinary Nursing",NA,"Secondary education",133.1,"Portuguese",128.2,"no","no","no","female","no",5,0,5,0,7.6,"Dropout"
"single","third choice","Nursing","daytime","Secondary education",137,"Portuguese",120.8,"yes","no","no","female","yes",8,7,8,7,10.8,"Graduate"
"single","second choice","Nursing","daytime","Higher education - degree",122,"Portuguese",135.8,"no","no","no","female","no",NA,7,8,7,10.8,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",128,"Portuguese",NA,NA,"no","no","female","no",7,7,8,7,13.9,"Graduate"
"single","second choice","Management (evening attendance)","evening","Higher education - degree (1st cycle)",140,"Portuguese",140,"no","no","no","female","no",5,5,5,5,NA,"Graduate"
"single",NA,"Social Service","daytime","Secondary education",132,"Portuguese",127.1,"yes",NA,NA,NA,"yes",6,6,NA,6,8.9,"Graduate"
"single",NA,"Veterinary Nursing","daytime","Secondary education",131,NA,137,"no","no","no","female","no",5,5,5,5,7.6,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",126,"Portuguese",127.4,"yes","no","no",NA,"no",6,6,6,6,15.5,"Graduate"
"single","second choice","Basic Education",NA,"Secondary education",133.1,"Portuguese",97,"yes","no","no","female","no",6,5,6,3,12.7,"Dropout"
"single","fifth choice","Nursing","daytime",NA,NA,"Portuguese",126.3,"yes","no","no","female","yes",7,NA,7,6,7.6,"Graduate"
"single","fifth choice","Nursing",NA,"Secondary education",140,"Portuguese",127.5,"no","no","no","female","no",7,0,8,0,12.7,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",135,"Portuguese",126.6,"no","no","no","female","yes",7,7,8,8,11.1,"Graduate"
"single","second choice","Management (evening attendance)",NA,"Secondary education",160,"Portuguese",120,"no","no","no",NA,"no",7,7,5,5,7.6,"Graduate"
"single","second choice",NA,"daytime","Technological specialization course",NA,"Portuguese",140,"yes","no","no","female","no",6,0,NA,0,15.5,"Dropout"
"single","seventh chioce","Nursing","daytime","Secondary education",140,"Portuguese",131.5,"yes","no","no",NA,"no",8,8,NA,8,9.4,"Graduate"
"single","seventh chioce","Oral Hygiene","daytime","Secondary education",115,"Portuguese",112.2,"yes","no","no","female","no",7,7,8,8,12.4,"Graduate"
"single","second choice","Nursing","daytime",NA,144,"Portuguese",NA,"no","no","no","female","no",7,NA,7,6,7.6,"Graduate"
"single","fifth choice","Advertising and Marketing Management","daytime","Secondary education",128,NA,121,NA,"no","no","female",NA,6,6,6,6,11.1,"Graduate"
"single","second choice","Management","daytime","Secondary education",116,NA,112.2,"yes","no","no","female","no",NA,3,5,2,10.8,"Enrolled"
"widowed","third choice","Veterinary Nursing","daytime","Secondary education",135,"Portuguese",129.4,"yes","no","no","female","no",5,0,5,0,10.8,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",121,NA,114.4,"no","no","no","female","no",6,5,6,4,11.1,"Graduate"
"single","fourth choice","Nursing","daytime","Secondary education",134,"Portuguese",120.3,NA,NA,"no","female","yes",8,7,8,7,10.8,"Graduate"
"single","second choice","Social Service (evening attendance)","evening","Secondary education",120,NA,NA,NA,"no",NA,"female","yes",6,6,6,5,15.5,"Graduate"
"single","third choice","Management","daytime","Secondary education",125,"Portuguese",114.5,"yes","no","no","female","yes",5,5,5,NA,12.4,"Graduate"
"single","second choice","Nursing","daytime","Secondary education",141,"Portuguese",127.8,"no","no","no","female","yes",7,0,7,0,NA,"Dropout"
"single","second choice","Journalism and Communication","daytime","Secondary education",NA,"Portuguese",124.6,"yes","no","no","female","no",6,5,6,6,15.5,"Graduate"
"single","seventh chioce","Nursing","daytime","Secondary education",144,"Portuguese",130.3,"yes","no","no","female","yes",8,7,8,7,12.7,"Graduate"
"single","second choice","Tourism","daytime","Secondary education",122,NA,118.2,"no","no","no","female","yes",6,4,6,6,12.4,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",130,"Portuguese",118.8,"no","no","no","female","yes",6,6,6,6,12.7,"Graduate"
"single","sixth choice","Advertising and Marketing Management","daytime","Secondary education",133.1,NA,133,NA,"no","no","female","no",6,NA,6,0,7.6,"Dropout"
"married","second choice","Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",129,"yes","no","no","female","no",7,6,7,6,7.6,"Graduate"
"single","second choice","Oral Hygiene","daytime","Secondary education",147,"Portuguese",100,"no","no","no","female","no",2,0,NA,1,10.8,"Enrolled"
NA,"second choice","Equinculture","daytime","Secondary education",127,"Portuguese",120.7,"yes","no","yes","female","no",5,1,5,3,NA,"Enrolled"
"single","seventh chioce","Nursing","daytime","Secondary education",136,NA,132.5,"yes",NA,"no","female",NA,8,7,8,NA,12.7,"Graduate"
"single","sixth choice","Nursing","daytime","Secondary education",127,"Portuguese",120.3,"yes","no","no","female","yes",NA,7,8,7,NA,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",123,"Portuguese",114.6,"no","no","no","female","no",5,4,5,4,9.4,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",128,"Portuguese",NA,"yes","no","no","female","yes",6,6,6,6,12.4,"Graduate"
"single","second choice",NA,"daytime",NA,128,"Portuguese",127.8,NA,"no","no","female","yes",7,7,8,8,13.9,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",140,"Portuguese",129.9,"yes","no","no","female",NA,7,7,NA,8,15.5,"Dropout"
"single","third choice","Journalism and Communication","daytime",NA,121,"Portuguese",118.9,"yes","no","no",NA,"no",6,6,6,5,11.1,"Graduate"
"single",NA,"Tourism","daytime","Secondary education",122,"Portuguese",114.3,"yes","no","no","female","yes",6,NA,NA,5,12.4,"Enrolled"
NA,"second choice","Nursing","daytime","Secondary education",126,"Portuguese",114.8,"yes","no","no","female","no",8,7,8,7,10.8,"Graduate"
NA,"fifth choice",NA,"daytime","Secondary education",135,"Portuguese",123,NA,"no","no","female","yes",8,7,8,7,10.8,"Graduate"
"single","third choice","Nursing","daytime","Secondary education",131,"Portuguese",122.1,"yes",NA,"no","female","no",7,7,8,NA,15.5,"Graduate"
"single","fifth choice","Veterinary Nursing","daytime","Secondary education",140,"Portuguese",123.7,"no","no","no","female","no",5,5,5,5,NA,"Graduate"
"single","fourth choice","Management","daytime","Secondary education",131,"Portuguese",132.4,"yes","no","no","female","no",5,5,5,4,9.4,"Enrolled"
"married","second choice","Social Service (evening attendance)","evening","Secondary education",130,"Portuguese",114.8,"no",NA,"no","female","no",6,6,6,2,7.6,"Graduate"
"single","second choice","Agronomy","daytime","Higher education - degree",130,"Portuguese",130,"no",NA,"no","female","no",6,0,6,0,12.4,"Dropout"
"single","second choice",NA,"daytime","Secondary education",140,"Portuguese",122.3,"no",NA,"no","female","no",6,5,6,5,12.7,"Dropout"
NA,"second choice","Agronomy","daytime","Secondary education",130,NA,152.4,"yes","no","no","female","no",12,12,12,11,8.9,"Graduate"
"single",NA,"Journalism and Communication","daytime","Secondary education",125,"Portuguese",120.1,"no","no","no","female","yes",6,6,6,6,16.2,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",160,"Portuguese",155.1,"yes","no","no","female","no",5,5,5,5,12.7,"Graduate"
NA,"second choice","Communication Design","daytime","Secondary education",130,"Portuguese",124.5,"no","no","no","female","yes",11,11,11,11,11.1,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",144,"Portuguese",126.9,"no","no","no","female","no",6,5,6,4,15.5,"Graduate"
"single","second choice","Management","daytime",NA,133.1,"Portuguese",NA,"yes","no","yes","female","no",5,5,5,5,12.4,"Graduate"
NA,"second choice","Social Service","daytime","Secondary education",148,NA,129.8,NA,"no","no","female","no",6,5,6,4,15.5,"Enrolled"
"single","second choice",NA,"evening",NA,133.1,"Portuguese",135,"no",NA,"no","female","no",NA,NA,11,5,NA,"Dropout"
"single","second choice","Basic Education","daytime","Secondary education",133,"Portuguese",131.3,"yes","no","no","female",NA,6,5,8,8,15.5,"Enrolled"
"single","seventh chioce","Social Service","daytime","Secondary education",129,"Portuguese",125.2,"no","no","no","female","yes",16,16,13,NA,9.4,"Graduate"
"single","sixth choice","Nursing","daytime","Secondary education",144,"Portuguese",141.3,"yes","no","no","female","yes",8,8,8,8,NA,"Graduate"
"single","second choice","Social Service","daytime",NA,120,"Portuguese",NA,"yes","no","no","female","yes",NA,5,6,5,12.7,"Graduate"
"single","fourth choice","Nursing","daytime",NA,144,"Portuguese",126.5,"yes","no","no","female","yes",8,NA,8,7,10.8,"Graduate"
"single","second choice","Tourism",NA,"Secondary education",NA,"Portuguese",120.1,"no","no",NA,"female","yes",6,6,6,6,13.9,"Graduate"
"single","second choice","Advertising and Marketing Management",NA,"Secondary education",NA,NA,128.4,"no","no","no","female",NA,6,6,6,5,11.1,"Dropout"
"single","third choice","Nursing","daytime","Secondary education",136,"Portuguese",NA,"yes","no","no","female","no",7,6,7,NA,7.6,"Graduate"
"single","second choice",NA,"daytime","12th year of schooling - not completed",133.1,"Portuguese",110,NA,"no","no","female","no",5,0,5,0,7.6,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",122,"Portuguese",116.8,"yes","no","no","female","no",5,4,5,5,7.6,"Graduate"
NA,"third choice","Oral Hygiene","daytime","Secondary education",133.1,"Portuguese",104.5,"yes","no","no","female","no",2,2,7,0,12.4,"Dropout"
"single","second choice","Nursing",NA,"Higher education - degree",140,"Portuguese",140,"no",NA,"no","female","no",7,0,NA,NA,7.6,"Dropout"
"single","second choice","Nursing","daytime","Secondary education",117,"Portuguese",113.2,NA,"yes","no","female","no",7,6,NA,7,16.2,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",128,"Portuguese",NA,"yes","no","no",NA,"yes",NA,5,6,5,8.9,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",136,"Portuguese",123.8,"no","no","no","female","no",7,6,8,8,13.9,"Graduate"
"single","seventh chioce","Nursing","daytime","Secondary education",141,"Portuguese",NA,"yes","no","no","female","yes",NA,7,8,NA,12.7,"Graduate"
NA,"fourth choice","Nursing","daytime","Secondary education",130,"Portuguese",133.8,"no",NA,"no","female","no",7,0,8,0,7.6,"Dropout"
"single","second choice","Veterinary Nursing","daytime","Technological specialization course",140,"Portuguese",140,"no","no","no","female",NA,6,NA,6,2,13.9,"Enrolled"
"single","fourth choice","Nursing","daytime","Secondary education",102,"Portuguese",100.6,"yes","no","no","female","yes",7,6,8,NA,NA,"Graduate"
"single",NA,"Basic Education","daytime","Secondary education",126,"Portuguese",132.7,"no","no","no",NA,"yes",6,6,NA,5,10.8,"Graduate"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",125,"Portuguese",106.6,"yes",NA,"no","female","no",6,6,6,4,10.8,"Dropout"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",120,"Portuguese",140.4,"no","no","no",NA,"no",6,5,6,4,13.9,"Dropout"
"single","fourth choice","Nursing","daytime","Secondary education",132,"Portuguese",128.3,"yes","no",NA,"female",NA,7,7,NA,8,15.5,"Graduate"
NA,NA,"Nursing","daytime","Secondary education",128,"Portuguese",118.6,"yes","no","no","female","yes",7,6,8,7,13.9,"Graduate"
"single",NA,"Communication Design","daytime","Secondary education",115,"Portuguese",123.4,"no","no","no","female","no",NA,6,6,6,13.9,"Graduate"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",125,"Portuguese",124,"no",NA,"no","female","no",6,NA,6,6,12.4,"Graduate"
"single","seventh chioce","Nursing","daytime","Secondary education",137,"Portuguese",121.3,"yes",NA,"no",NA,"no",7,6,7,6,NA,"Graduate"
"single","second choice","Veterinary Nursing","daytime","Secondary education",101,"Portuguese",101,"yes","no","yes","female","no",NA,5,6,4,12.4,"Enrolled"
"single","second choice","Basic Education","daytime","Secondary education",126,NA,116.9,NA,"yes","no","female","no",7,6,7,6,13.9,"Enrolled"
"single","fourth choice","Equinculture","daytime","Higher education - degree",130,"Portuguese",NA,"no","no","yes","female","no",5,2,5,1,12.7,"Dropout"
NA,"second choice","Oral Hygiene","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",100,"Portuguese",120,"no","no","no",NA,NA,7,1,7,0,12.7,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",122,"Portuguese",130.4,"yes",NA,"no",NA,"no",6,5,6,5,11.1,"Graduate"
"single","second choice","Communication Design","daytime","Secondary education",126,"Portuguese",118.7,"no","no","no","female","no",6,5,6,NA,16.2,"Graduate"
NA,"second choice","Nursing","daytime","Secondary education",128,"Portuguese",NA,NA,"no","no","female","no",8,8,8,NA,9.4,"Graduate"
"single","fourth choice",NA,"daytime","Secondary education",134,"Portuguese",120.4,"yes","no","no",NA,"no",5,NA,5,5,9.4,"Enrolled"
"single","third choice",NA,"daytime","Secondary education",128,"Portuguese",129.1,"yes","no",NA,"female","no",NA,6,6,5,11.1,"Graduate"
"single","second choice","Communication Design",NA,"Secondary education",125,"Portuguese",132,"no","no",NA,"female",NA,6,5,6,4,13.9,"Enrolled"
NA,"third choice","Veterinary Nursing","daytime",NA,130,"Portuguese",130,"no","no","no",NA,NA,5,1,4,0,10.8,"Dropout"
"single","third choice","Nursing","daytime","Secondary education",135,"Portuguese",132.8,NA,"no","no",NA,"yes",8,7,8,NA,12.7,"Graduate"
"single","second choice","Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",143.7,NA,"no",NA,"female","no",7,4,7,3,12.4,"Enrolled"
"single","second choice","Biofuel Production Technologies","daytime","Secondary education",140,NA,152.8,"no","no","no",NA,"no",7,7,NA,5,16.2,"Enrolled"
"single","third choice","Journalism and Communication","daytime","Secondary education",138,NA,133.5,"yes",NA,NA,"female","no",6,6,6,6,12.7,"Graduate"
"single","second choice","Equinculture","daytime","Secondary education",150,"Portuguese",146.2,"no","no","no","female","no",5,4,5,5,9.4,"Dropout"
"single","third choice","Management","daytime","Secondary education",125,"Portuguese",115.2,"no","yes","no","female",NA,5,0,5,NA,15.5,"Dropout"
"single","third choice","Communication Design",NA,"Secondary education",NA,"Portuguese",120.7,"yes","no","no","female","no",6,4,6,0,NA,"Enrolled"
NA,"second choice","Social Service (evening attendance)","evening",NA,120,NA,101.8,"no","no",NA,"female","no",5,0,5,0,10.8,"Dropout"
"single","third choice","Advertising and Marketing Management","daytime","Secondary education",140,"Portuguese",100,"no",NA,"no","female","no",NA,4,5,4,7.6,"Graduate"
"single",NA,"Management (evening attendance)","evening","Secondary education",100,"Portuguese",121.9,"no","no","no","female",NA,4,0,NA,0,12.7,"Dropout"
"married","third choice","Social Service (evening attendance)","evening","Secondary education",140,"Portuguese",120.4,"no","no","yes","female","no",5,0,4,0,9.4,"Dropout"
"married","third choice","Social Service","daytime","Secondary education",NA,"Portuguese",120.4,"no",NA,"yes","female","no",6,0,6,0,9.4,"Dropout"
"married","second choice","Agronomy","daytime","Secondary education",120,"Portuguese",148.8,"no","no","no",NA,"no",NA,6,6,5,8.9,"Graduate"
"single","third choice","Basic Education","daytime","Secondary education",138,"Portuguese",123,"yes","no","no","female","no",6,5,6,3,10.8,"Dropout"
"divorced","second choice","Social Service (evening attendance)","evening","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",100,"no","no","no",NA,"no",6,1,6,1,9.4,"Dropout"
"single","third choice","Basic Education","daytime","Secondary education",118,"Portuguese",112.1,"yes","no","no",NA,"no",6,4,6,5,7.6,"Dropout"
"single",NA,NA,"daytime","Secondary education",135,"Portuguese",126.8,"yes",NA,"no","female","yes",8,7,NA,7,10.8,"Graduate"
"single","second choice","Equinculture",NA,"Secondary education",130,NA,115.9,"no","no","no","female","no",5,2,5,5,9.4,"Graduate"
"single","second choice","Social Service","daytime","Secondary education",150,"Santomean",132.5,"yes","no","no","female","no",6,5,6,6,13.9,"Graduate"
"single","fourth choice","Veterinary Nursing",NA,"Secondary education",149,"Ukrainian",132.2,"yes","no","no","female","yes",5,4,NA,5,10.8,"Graduate"
"single","second choice","Oral Hygiene","daytime","Secondary education",180,"Ukrainian",183.5,"yes","no","no","female","no",7,4,8,NA,16.2,"Dropout"
"single","second choice","Informatics Engineering","daytime","Secondary education",133.1,"Portuguese",136,"no","no","no",NA,"no",5,1,5,1,16.2,"Dropout"
"single","second choice","Informatics Engineering","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",100.9,"yes","no","no","male","no",5,1,NA,3,10.8,"Enrolled"
"single",NA,"Animation and Multimedia Design","daytime","Secondary education",145,"Portuguese",114.5,"yes","no","no","male","no",0,0,NA,0,9.4,"Graduate"
"single","second choice","Management","daytime","Secondary education",NA,"Portuguese",110.3,"no","no","yes","male","no",NA,0,NA,0,10.8,"Dropout"
"single",NA,"Equinculture","daytime","Secondary education",154,"Portuguese",137.2,"yes","no","yes","male","no",6,5,6,4,NA,"Dropout"
"single","second choice","Management","daytime","Secondary education",126,"Portuguese",NA,"no","no","no","male","yes",5,3,5,3,12.7,"Enrolled"
"single","second choice","Advertising and Marketing Management","daytime","Secondary education",NA,"Portuguese",NA,"yes","no","no","male",NA,6,0,6,0,NA,"Dropout"
"single","third choice",NA,"daytime",NA,145,"Portuguese",127.3,"yes","no","no","male","no",8,NA,8,7,10.8,"Graduate"
"single","second choice",NA,"daytime","Technological specialization course",120,NA,120,"no","no","yes","male","no",6,0,6,0,16.2,"Dropout"
"single","second choice","Animation and Multimedia Design","daytime",NA,150,"Portuguese",NA,"no","no","no","male",NA,0,0,0,0,15.5,"Graduate"
"single","second choice","Management (evening attendance)","evening","Secondary education",150,"Portuguese",NA,"yes","no","no","male","no",5,4,5,5,NA,"Graduate"
"single",NA,"Informatics Engineering","daytime","Secondary education",150,"Portuguese",NA,NA,"no","no","male","no",5,1,5,0,8.9,"Dropout"
"single","second choice","Tourism","daytime","Secondary education",127,"Portuguese",116.9,"no","no","no","male","no",6,5,6,5,15.5,"Graduate"
"single","second choice","Agronomy","daytime","Technological specialization course",140,"Portuguese",140,"yes","no",NA,"male","no",6,6,6,6,12.4,"Graduate"
NA,"fourth choice","Journalism and Communication",NA,"Secondary education",128,"Portuguese",122.1,"yes","no","no","male","no",6,4,6,6,10.8,"Dropout"
NA,"second choice","Nursing","daytime","Secondary education",NA,"Portuguese",160,"no","no","no","male","no",NA,NA,8,8,16.2,"Graduate"
"single","second choice","Management","daytime","Secondary education",117,"Portuguese",118.4,"no","no","no","male","no",NA,5,5,2,7.6,"Enrolled"
"single","second choice","Agronomy","daytime","Technological specialization course",150,"Portuguese",150,"no","no","no","male","yes",6,NA,6,6,15.5,"Graduate"
NA,"second choice","Nursing","daytime","Secondary education",154,"Portuguese",144.9,"no","no",NA,"male","yes",7,7,8,8,16.2,"Graduate"
"single",NA,"Informatics Engineering","daytime","Secondary education",127,"Portuguese",NA,"yes","no","no","male","yes",5,5,5,NA,8.9,"Enrolled"
"single","third choice","Management","daytime","Secondary education",133,"Portuguese",121.8,"no","no","no","male","no",5,4,5,3,NA,"Enrolled"
"single","second choice","Informatics Engineering","daytime","Higher education - degree (1st cycle)",120,"Portuguese",146.8,"no","no","no","male","no",5,5,5,NA,16.2,"Enrolled"
"single",NA,"Advertising and Marketing Management","daytime",NA,NA,"Portuguese",138,NA,"no",NA,"male","no",6,NA,6,2,11.1,"Enrolled"
"single","second choice","Nursing","daytime","Secondary education",149,"Portuguese",138,"no","no",NA,"male",NA,8,6,8,6,9.4,"Enrolled"
"single","third choice","Management","daytime","Secondary education",NA,"Portuguese",116.3,"yes","no","no","male",NA,NA,5,5,NA,13.9,"Graduate"
"single",NA,"Informatics Engineering","daytime","Secondary education",126,"Portuguese",122.5,"yes","no","no",NA,"no",5,3,5,3,12.4,"Dropout"
"single","second choice","Journalism and Communication","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,NA,115,"yes","no","yes","male","no",6,4,6,4,12.7,"Dropout"
"single","second choice","Communication Design","daytime","Secondary education",115,"Portuguese",115,"no","no","yes","male","no",11,9,8,3,15.5,"Dropout"
"single",NA,"Informatics Engineering","daytime","Secondary education",117,"Portuguese",119.8,"yes","no","no","male","no",5,2,6,0,11.1,"Dropout"
"single","third choice","Management","daytime","Secondary education",133.1,"Portuguese",95,"no","no","no","male","no",5,0,5,NA,11.1,"Dropout"
"single","second choice","Agronomy",NA,"Technological specialization course",150,"Portuguese",150,"no","no","no","male","no",14,NA,9,6,15.5,"Dropout"
"single","second choice","Management","daytime","Secondary education",130,"Portuguese",117.8,"yes","no","no","male","no",5,NA,5,3,10.8,"Enrolled"
"single","second choice","Animation and Multimedia Design","daytime","Secondary education",161,"Portuguese",144.2,"yes","no","no",NA,"no",NA,0,0,0,7.6,"Graduate"
"single","second choice","Tourism","daytime","Technological specialization course",130,"Portuguese",130,NA,"no","yes","male","no",6,3,6,3,8.9,"Enrolled"
"single","second choice","Nursing","daytime",NA,111,"Portuguese",128.2,"yes","no","no","male","no",8,8,8,8,9.4,"Graduate"
"single","second choice","Agronomy","daytime","Professional higher technical course",NA,"Portuguese",135.3,"no","no","no","male","no",NA,11,12,11,8.9,"Graduate"
