"","Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
"698",NA,1,NA,1,1,154,1,137.2,0,0,0,1,0,6,3,6,5,15.5,"Enrolled"
"699",1,NA,NA,NA,39,140,1,140,NA,0,0,1,NA,6,5,6,6,12.4,"Graduate"
"700",1,1,9119,1,1,140,1,146.5,0,0,0,1,0,5,3,5,1,13.9,"Dropout"
"701",1,1,9085,1,39,130,NA,130,0,0,0,1,0,6,NA,NA,3,12.4,"Enrolled"
"702",2,1,9147,1,19,NA,1,128,0,0,0,1,0,NA,3,5,3,8.9,"Dropout"
"703",1,1,9556,1,4,NA,1,190,1,0,0,1,0,4,4,1,NA,11.1,"Dropout"
"704",2,NA,9991,0,1,120,1,133.2,1,0,0,1,NA,5,NA,5,0,7.6,"Dropout"
"705",NA,1,9238,1,12,100,1,124.3,0,0,0,1,0,9,9,7,7,10.8,"Graduate"
"706",NA,1,9991,0,1,120,1,138.1,0,NA,0,1,1,5,5,5,4,16.2,"Dropout"
"707",2,1,8014,0,1,133.1,NA,144.3,NA,0,0,1,0,10,10,7,7,10.8,"Graduate"
"708",2,1,9003,1,1,150,1,140,0,0,0,1,0,18,18,NA,13,15.5,"Graduate"
"709",2,1,9254,1,1,120,1,148.3,0,0,0,1,0,NA,11,9,9,10.8,"Graduate"
"710",1,1,8014,0,NA,133.1,1,96,0,0,1,NA,0,6,0,5,0,12.4,"Dropout"
"711",2,1,9991,0,19,133.1,1,121.7,1,0,0,1,0,5,0,5,0,7.6,"Dropout"
"712",1,NA,9119,1,NA,100,1,160,0,0,1,NA,0,5,0,5,0,15.5,"Dropout"
"713",2,1,9085,1,1,133.1,1,110.3,0,0,0,1,0,5,4,5,5,7.6,"Graduate"
"714",1,1,9500,1,1,143,1,129,0,0,0,1,0,8,NA,8,7,10.8,"Graduate"
"715",2,1,NA,1,1,120,1,NA,0,0,0,1,0,5,5,5,5,9.4,"Graduate"
"716",1,1,NA,0,1,161,NA,100,0,0,0,1,0,13,13,11,11,12.7,"Graduate"
"717",1,1,9130,1,9,133.1,1,107.5,0,0,0,1,0,5,NA,5,0,7.6,"Dropout"
"718",NA,1,NA,1,1,140,1,170,0,0,1,1,0,6,NA,6,0,12.7,"Dropout"
"719",2,1,9991,0,6,123,NA,123,0,0,0,1,0,5,5,5,NA,NA,"Enrolled"
"720",1,1,9670,1,1,142,1,138.5,1,0,0,1,0,6,5,6,5,13.9,"Enrolled"
"721",1,1,33,1,19,133.1,1,140,0,0,1,1,0,10,6,9,3,16.2,"Dropout"
"722",1,1,9254,NA,1,115,1,113.6,0,0,0,1,0,6,NA,6,6,11.1,"Enrolled"
"723",1,1,171,1,1,156,1,170,1,0,0,1,0,0,0,0,0,NA,"Graduate"
"724",NA,1,8014,0,1,140,NA,115.5,0,0,0,1,0,6,1,6,0,NA,"Dropout"
"725",1,3,9130,1,3,130,1,130,0,0,0,1,0,5,0,5,0,10.8,"Dropout"
"726",4,1,9500,1,3,140,1,140,0,0,0,1,0,7,7,8,8,13.9,"Graduate"
"727",1,1,9670,1,NA,140,NA,NA,0,0,NA,NA,0,6,6,7,7,11.1,"Graduate"
"728",1,1,9991,NA,1,NA,1,143.2,0,0,0,1,0,5,0,5,0,NA,"Dropout"
"729",1,2,NA,1,NA,NA,41,131.4,1,0,NA,NA,0,0,0,NA,NA,7.6,"Graduate"
"730",1,1,9670,1,1,141,1,133.3,1,0,0,1,0,6,4,6,5,NA,"Enrolled"
"731",1,1,9773,1,1,120,1,118.3,0,0,1,NA,1,6,5,6,3,13.9,"Dropout"
"732",1,1,9003,1,39,140,1,140,0,0,0,1,0,6,5,6,NA,13.9,"Graduate"
"733",1,1,NA,1,1,132,1,124.7,1,0,0,1,0,6,6,6,5,13.9,"Graduate"
"734",2,2,9147,1,1,130,1,140,0,0,0,1,0,5,3,5,4,9.4,"Graduate"
"735",4,1,9130,1,1,NA,1,150,NA,0,NA,1,NA,6,0,6,0,16.2,"Dropout"
"736",1,2,9670,1,1,110,1,115.6,1,0,0,1,0,6,6,6,5,11.1,"Graduate"
"737",1,1,9773,1,1,140,1,116.9,0,0,0,1,0,11,NA,7,6,13.9,"Enrolled"
"738",1,2,9254,1,1,130,NA,NA,1,0,0,1,0,6,2,6,3,7.6,"Dropout"
"739",1,NA,171,1,1,137,1,146.5,1,0,1,1,0,12,11,11,10,8.9,"Enrolled"
"740",1,1,9773,1,1,158,1,117.1,1,0,0,1,0,7,6,6,5,NA,"Dropout"
"741",1,1,9070,1,1,124,1,113.9,1,0,0,1,0,6,NA,NA,0,12.4,"Dropout"
"742",NA,1,9254,NA,1,136,1,NA,0,0,0,1,NA,NA,NA,6,6,8.9,"Graduate"
"743",NA,NA,9500,1,1,142,1,132.9,1,NA,NA,1,0,7,5,7,6,12.4,"Dropout"
"744",1,1,9991,0,1,150,NA,123,NA,0,0,NA,NA,5,4,5,3,12.7,"Dropout"
"745",1,1,9773,1,12,120,NA,129.8,NA,0,0,1,0,6,5,6,6,9.4,"Graduate"
"746",2,1,9003,1,NA,NA,1,156.1,1,0,0,1,NA,6,0,6,0,15.5,"Dropout"
"747",1,1,9003,1,39,NA,1,120,1,0,1,1,0,6,3,NA,2,8.9,"Dropout"
"748",1,1,9085,1,1,110,25,117.2,1,0,0,1,0,18,18,13,12,15.5,"Graduate"
"749",1,1,9670,1,6,133.1,1,NA,1,0,0,1,0,5,0,5,0,7.6,"Dropout"
"750",1,2,9500,1,NA,134,NA,NA,1,0,0,NA,NA,7,7,8,8,16.2,"Graduate"
"751",1,2,9670,1,1,130,1,123.4,1,0,NA,0,0,NA,4,5,3,9.4,"Graduate"
"752",1,1,9070,1,1,141,1,126.7,NA,0,1,0,NA,6,6,6,6,12.7,"Graduate"
"753",1,1,9500,1,1,123,1,123,1,0,0,0,1,8,8,8,8,9.4,"Graduate"
"754",2,NA,9991,NA,19,NA,1,137.2,0,0,1,0,0,5,0,5,0,10.8,"Dropout"
"755",1,3,9070,1,1,122,1,125.9,1,0,0,1,1,6,6,6,6,12.4,"Graduate"
"756",NA,4,171,1,1,132,1,138,1,0,1,1,0,0,0,0,0,15.5,"Dropout"
"757",1,1,9670,1,1,133.1,41,128.2,0,0,1,1,0,6,4,6,3,8.9,"Dropout"
"758",1,1,9991,0,NA,130,1,126.5,1,0,0,1,0,15,12,14,11,7.6,"Dropout"
"759",1,1,9254,1,1,111,1,112.4,1,0,0,1,NA,6,6,6,4,12.4,"Graduate"
"760",2,2,9147,1,1,133.1,1,109,1,0,NA,0,0,9,8,5,5,9.4,"Graduate"
"761",1,1,9003,1,1,125,1,100,0,0,0,1,0,18,18,12,12,15.5,"Graduate"
"762",1,1,NA,1,1,137,1,144.7,1,0,0,1,0,0,0,0,0,16.2,"Enrolled"
"763",2,3,8014,0,19,100,1,NA,1,0,0,1,0,9,9,7,6,9.4,"Graduate"
"764",1,1,9147,1,1,133.1,21,100,0,0,1,1,0,5,1,5,1,11.1,"Enrolled"
"765",2,1,8014,NA,39,150,1,154,0,0,0,1,0,NA,NA,11,10,12.4,"Graduate"
"766",NA,NA,9147,1,1,120,1,111.3,0,NA,NA,1,0,5,5,5,5,12.4,"Enrolled"
"767",1,1,9130,1,39,150,1,150,1,0,0,0,0,5,4,5,4,10.8,"Enrolled"
"768",1,NA,9991,0,40,133.1,1,100,0,NA,0,0,0,9,9,7,7,12.4,"Graduate"
"769",2,1,8014,0,1,133.1,1,162.5,0,0,0,1,0,9,9,NA,7,8.9,"Graduate"
"770",1,5,9670,1,NA,132,1,134.1,1,NA,0,1,0,6,NA,6,6,10.8,"Graduate"
"771",1,1,9085,1,1,134,1,133,1,0,0,0,NA,6,6,6,6,11.1,"Graduate"
"772",1,6,9773,1,1,126,1,119,1,0,0,0,0,6,0,6,0,12.4,"Dropout"
"773",1,3,9500,1,1,136,1,131.1,1,0,0,0,0,7,6,8,7,15.5,"Enrolled"
"774",1,2,9238,1,1,NA,1,129.4,1,0,0,0,0,6,6,6,6,9.4,"Graduate"
"775",1,1,9085,1,1,126,1,123.9,1,0,0,0,0,6,4,6,NA,12.4,"Enrolled"
"776",1,1,9085,1,39,140,1,140,1,0,NA,0,0,6,6,6,3,13.9,"Dropout"
"777",1,1,9085,1,1,162,1,162,0,0,0,NA,0,6,6,6,NA,12.4,"Graduate"
"778",1,1,171,1,1,NA,1,131.6,1,0,0,0,0,12,8,11,9,8.9,"Dropout"
"779",1,1,9853,1,1,119,NA,110.6,0,0,0,0,0,7,NA,7,6,11.1,"Enrolled"
"780",1,3,9773,1,1,123,1,117.4,1,0,NA,0,1,6,6,NA,6,16.2,"Graduate"
"781",1,1,9773,NA,1,150,1,137.8,NA,0,0,0,1,6,NA,NA,6,8.9,"Graduate"
"782",1,1,9670,1,1,113,1,106.7,1,0,1,0,0,6,2,6,NA,15.5,"Dropout"
"783",1,1,9500,1,1,152,NA,156.9,0,0,0,0,1,7,7,8,8,15.5,"Graduate"
"784",1,NA,9500,1,1,154,1,129,1,0,0,0,0,8,6,8,6,9.4,"Enrolled"
"785",1,2,9773,1,1,130,1,124.8,1,0,0,0,NA,6,5,6,6,12.4,"Graduate"
"786",1,1,9238,1,1,121,1,115.1,1,0,0,0,0,6,6,6,6,11.1,"Graduate"
"787",1,1,9070,1,1,NA,1,146.7,1,0,0,0,0,6,6,NA,5,NA,"Graduate"
"788",1,1,NA,1,NA,148,1,132.8,0,0,0,0,0,8,7,NA,7,10.8,"Graduate"
"789",1,3,NA,1,1,143,1,159.1,0,0,1,0,1,5,5,5,5,NA,"Dropout"
"790",1,3,NA,1,1,147,1,137.6,NA,0,NA,0,1,0,0,0,0,NA,"Graduate"
"791",1,1,9773,1,1,138,1,124,0,0,0,0,NA,6,NA,6,NA,11.1,"Graduate"
"792",NA,1,NA,1,1,120,1,149,0,0,0,1,NA,6,2,7,0,15.5,"Dropout"
"793",1,1,9238,1,1,145,1,129.6,0,0,0,0,1,6,6,6,NA,11.1,"Graduate"
"794",1,NA,NA,1,1,118,1,110,1,0,0,0,0,6,6,6,5,8.9,"Graduate"
"795",1,3,9773,1,1,NA,1,116.1,0,0,NA,0,1,6,6,6,6,12.4,"Graduate"
"796",1,3,9773,1,1,135,1,133.3,1,0,0,0,1,NA,NA,6,6,8.9,"Graduate"
"797",1,1,9070,1,1,140,1,144.3,1,0,0,0,NA,7,7,9,NA,12.4,"Graduate"
"798",1,3,9500,1,1,145,1,133.6,1,0,0,0,0,7,7,8,8,11.1,"Graduate"
"799",1,1,9130,1,1,133,1,123.2,1,0,0,0,1,NA,6,6,6,8.9,"Graduate"
"800",1,1,9853,1,1,127,1,137.2,NA,0,0,0,0,6,6,6,4,10.8,"Enrolled"
"801",1,1,9070,1,42,130,NA,130,1,0,0,0,1,6,NA,6,4,8.9,"Enrolled"
"802",1,2,9238,1,1,117,NA,110,1,0,1,0,0,6,0,6,0,11.1,"Dropout"
"803",1,4,9147,1,1,125,1,118,1,0,0,0,0,5,5,5,5,8.9,"Graduate"
"804",1,1,9773,1,1,141,1,NA,NA,0,0,0,0,6,6,6,NA,11.1,"Graduate"
"805",1,3,9853,1,1,122,1,113.6,0,NA,0,0,0,7,7,NA,7,11.1,"Graduate"
"806",1,2,9147,1,1,118,1,113.5,1,0,1,0,0,5,2,5,3,NA,"Enrolled"
"807",1,3,9070,1,1,142,NA,146.9,1,0,0,0,1,NA,6,6,6,16.2,"Graduate"
"808",1,1,9130,1,1,NA,1,141.3,0,0,1,0,0,6,6,6,4,11.1,"Enrolled"
"809",1,4,9773,1,1,143,NA,129.7,1,0,0,0,0,4,0,6,0,8.9,"Dropout"
"810",1,5,9070,1,1,123,1,121.3,1,0,NA,0,0,NA,6,6,6,12.4,"Enrolled"
"811",1,NA,9238,1,1,NA,NA,109.1,1,0,1,0,1,6,0,6,0,NA,"Dropout"
"812",1,2,9853,1,1,112,1,107.1,1,0,0,0,1,7,7,7,6,11.1,"Graduate"
"813",1,1,9500,1,NA,135,1,NA,0,0,0,0,1,7,7,8,8,11.1,"Graduate"
"814",1,1,9500,1,1,162,1,154.1,0,0,0,NA,0,7,7,8,8,NA,"Graduate"
"815",1,1,9853,1,1,143,1,147.2,0,0,0,0,0,7,7,7,NA,NA,"Graduate"
"816",1,1,9147,1,1,130,1,120,0,NA,0,NA,0,5,5,5,3,11.1,"Enrolled"
"817",1,1,9070,1,1,136,1,130.8,0,NA,0,0,0,NA,6,6,6,10.8,"Enrolled"
"818",1,1,9070,1,1,125,1,120.8,1,0,0,0,0,6,NA,6,6,NA,"Graduate"
"819",1,2,9500,1,1,132,1,125.4,1,0,0,0,1,7,7,8,7,11.1,"Enrolled"
"820",1,1,8014,0,1,123,1,121.3,1,0,0,0,0,NA,6,6,6,7.6,"Graduate"
"821",1,1,9147,1,1,142,NA,127,1,0,NA,0,1,5,5,NA,4,13.9,"Graduate"
"822",1,3,171,1,1,147,1,151.6,1,0,0,0,0,0,0,0,0,13.9,"Graduate"
"823",NA,NA,9085,1,1,NA,6,131.6,NA,0,0,0,0,7,6,7,6,12.4,"Enrolled"
"824",1,2,9238,1,1,133.1,1,106,1,0,0,NA,1,6,6,6,6,12.4,"Graduate"
"825",1,4,9773,NA,1,114,1,111.6,1,0,0,0,1,6,6,6,6,11.1,"Graduate"
"826",1,3,9670,NA,1,NA,1,117.3,1,0,0,0,0,6,6,6,5,8.9,"Graduate"
"827",1,1,9853,NA,1,127,1,121.4,1,0,NA,0,NA,7,7,7,6,11.1,"Dropout"
"828",1,3,9070,1,1,132,1,126.1,1,0,0,0,1,NA,6,6,6,11.1,"Graduate"
"829",1,4,9500,1,NA,148,1,NA,1,NA,0,0,0,8,8,8,8,9.4,"Graduate"
"830",1,1,9670,NA,1,139,1,120.8,0,0,0,0,NA,6,0,6,0,15.5,"Dropout"
"831",1,1,9254,1,1,136,1,128.7,1,0,0,0,0,6,6,6,6,13.9,"Dropout"
"832",1,1,9238,1,9,133.1,1,118,0,0,0,0,0,6,0,5,0,7.6,"Dropout"
"833",1,1,9130,1,1,120,6,120,0,NA,1,0,0,5,5,NA,NA,10.8,"Enrolled"
"834",2,1,9130,1,1,130,1,160,0,0,NA,1,0,6,2,6,1,NA,"Dropout"
"835",2,1,9119,1,1,110,NA,NA,1,0,NA,1,0,5,0,5,NA,7.6,"Dropout"
"836",1,3,9119,1,1,133,1,121.8,1,0,0,NA,0,5,4,NA,2,8.9,"Enrolled"
"837",1,3,9119,1,1,138,1,125.4,1,1,0,1,0,5,3,NA,4,8.9,"Dropout"
"838",1,1,9556,1,1,131,1,126.6,1,NA,0,1,0,7,5,7,2,NA,"Enrolled"
"839",NA,1,9130,1,NA,NA,1,150,0,0,NA,1,0,5,0,5,0,12.7,"Dropout"
"840",1,NA,9147,1,1,125,1,114.5,1,0,0,1,0,5,5,NA,5,9.4,"Graduate"
"841",1,1,9147,1,1,108,41,107,0,0,NA,0,0,5,0,5,0,8.9,"Dropout"
"842",1,1,9147,1,1,116,1,115.7,NA,0,0,1,0,5,4,5,4,8.9,"Enrolled"
"843",1,1,9130,1,1,133.1,1,120,0,NA,NA,1,NA,5,0,5,0,9.4,"Dropout"
"844",1,3,9500,1,1,147,1,NA,1,0,0,0,0,7,6,7,6,7.6,"Graduate"
"845",1,1,9238,1,1,143,1,133.6,1,0,0,0,0,6,5,6,5,9.4,"Graduate"
"846",1,1,171,1,1,115,1,129,1,0,1,0,1,0,0,0,0,9.4,"Dropout"
"847",2,1,9991,NA,1,160,1,NA,0,NA,NA,0,0,5,5,5,5,12.4,"Graduate"
"848",1,1,9147,1,1,118,1,NA,0,NA,NA,0,0,5,3,5,4,11.1,"Graduate"
"849",1,1,9085,1,1,122,1,NA,1,0,0,NA,NA,5,4,5,5,10.8,"Enrolled"
"850",1,6,9500,1,1,143,1,129.9,0,0,NA,0,1,7,7,8,8,11.1,"Graduate"
"851",NA,6,9500,1,NA,133,1,126.2,1,0,0,NA,0,7,7,8,7,15.5,"Graduate"
"852",NA,2,9853,1,1,122,NA,112.6,1,0,0,0,0,6,5,6,4,12.7,"Enrolled"
"853",1,1,9238,1,1,164,1,149,1,0,0,0,1,6,NA,6,6,NA,"Graduate"
"854",2,1,9500,1,1,NA,1,120,0,0,0,1,1,8,NA,8,7,12.7,"Graduate"
"855",1,4,9119,1,1,127,1,120.4,1,0,1,1,0,5,0,5,0,9.4,"Enrolled"
"856",1,3,9773,1,1,140,1,128.1,1,1,0,1,0,6,5,6,0,16.2,"Dropout"
"857",1,1,9238,1,1,127,1,141.7,1,0,0,1,0,NA,6,6,6,10.8,"Dropout"
"858",NA,1,9003,NA,12,133.1,1,130,0,0,0,1,0,6,NA,6,0,11.1,"Dropout"
"859",1,4,NA,1,1,115,1,113.3,1,0,0,1,0,5,0,5,0,7.6,"Dropout"
"860",1,NA,9773,1,1,108,1,105.9,NA,0,0,1,0,6,4,6,2,7.6,"Dropout"
"861",1,2,9119,1,1,136,1,122.7,1,0,0,1,NA,5,5,5,NA,13.9,"Dropout"
"862",1,2,9147,NA,12,133.1,1,120,1,0,1,1,0,NA,0,5,0,9.4,"Dropout"
"863",1,1,9070,NA,39,120,NA,119.8,0,0,0,1,0,7,2,9,7,12.4,"Dropout"
"864",1,1,9670,NA,1,133.1,1,122.9,0,0,NA,1,NA,6,3,6,2,13.9,"Dropout"
"865",1,1,9085,1,39,NA,1,160,1,1,0,NA,NA,6,6,6,NA,12.4,"Dropout"
"866",1,4,9500,1,1,128,1,125.2,1,0,0,1,1,7,7,8,8,NA,"Graduate"
"867",1,1,9119,1,3,130,NA,143.4,0,0,0,1,0,3,0,5,0,10.8,"Dropout"
"868",1,1,9119,1,19,NA,1,96.7,0,0,NA,1,1,5,0,5,0,12.4,"Dropout"
"869",1,NA,NA,1,1,137,1,126.9,0,0,0,1,0,6,6,6,5,16.2,"Graduate"
"870",1,1,171,NA,NA,163,1,143.1,0,0,0,1,0,0,0,0,0,9.4,"Graduate"
"871",1,NA,9254,1,1,125,1,114.5,0,0,NA,1,0,6,6,6,6,8.9,"Graduate"
"872",2,1,9119,1,1,120,1,140,1,0,0,1,0,5,1,5,2,9.4,"Dropout"
"873",1,1,9991,NA,1,150,1,113.7,0,0,0,1,0,NA,13,NA,10,NA,"Graduate"
"874",1,1,9556,1,1,135,1,131.5,0,0,0,1,1,NA,5,8,6,16.2,"Enrolled"
"875",1,1,NA,1,1,148,1,143.5,0,NA,1,1,0,6,5,6,4,8.9,"Graduate"
"876",1,1,9500,1,1,138,1,126.8,0,0,0,1,1,7,7,8,8,15.5,"Graduate"
"877",1,NA,9070,1,1,119,1,NA,0,0,0,1,1,6,4,6,5,NA,"Dropout"
"878",1,2,9556,1,1,130,1,100,0,0,0,1,1,7,2,7,0,15.5,"Dropout"
"879",1,2,9670,1,1,NA,1,121.4,0,0,0,1,0,5,3,NA,NA,9.4,"Graduate"
"880",1,1,9070,1,39,120,1,120,1,0,0,1,0,7,5,9,7,16.2,"Dropout"
"881",1,2,NA,1,NA,126,1,129.9,1,0,NA,1,NA,6,6,6,NA,12.4,"Graduate"
"882",1,1,171,1,1,149,1,151.1,1,0,0,1,0,0,0,0,0,9.4,"Graduate"
"883",NA,NA,9003,1,1,110,1,120,0,0,1,1,NA,6,1,6,0,16.2,"Dropout"
"884",1,1,9003,NA,1,133.1,1,130,0,0,1,1,0,6,3,10,6,16.2,"Dropout"
"885",1,2,9500,1,1,127,1,119,NA,0,0,0,1,8,7,8,7,10.8,"Graduate"
"886",1,1,9773,1,NA,120,1,122,1,0,0,0,0,10,10,NA,9,NA,"Graduate"
"887",NA,6,9773,1,1,136,1,129.7,1,NA,0,0,0,6,6,6,6,7.6,"Graduate"
"888",1,2,9238,1,1,110,1,112.5,NA,0,0,0,1,7,6,7,7,9.4,"Graduate"
"889",1,1,9500,1,1,136,1,136,0,0,0,0,1,7,7,8,8,13.9,"Graduate"
"890",1,3,9773,1,1,145,1,133.1,0,0,0,0,1,6,4,NA,4,10.8,"Graduate"
"891",1,2,NA,1,1,159,NA,NA,1,0,0,0,0,6,6,6,6,NA,"Graduate"
"892",1,1,171,1,1,147,1,133.3,0,0,0,0,NA,0,0,0,NA,16.2,"Dropout"
"893",1,1,9500,1,1,150,1,NA,NA,0,0,0,1,8,7,8,7,12.7,"Graduate"
"894",1,1,8014,0,3,140,1,140,0,0,0,NA,0,5,0,5,0,9.4,"Dropout"
"895",1,1,9085,1,39,150,1,150,1,0,0,0,0,NA,18,13,NA,15.5,"Graduate"
"896",2,1,9991,0,39,130,1,130,0,0,0,0,0,5,3,5,1,15.5,"Dropout"
"897",1,1,NA,1,1,NA,NA,125.3,0,0,0,0,0,6,6,6,6,7.6,"Graduate"
"898",1,1,9070,1,39,130,1,124,NA,0,NA,0,1,NA,12,12,11,15.5,"Graduate"
"899",1,1,NA,1,1,112,1,113.8,1,0,0,0,0,6,6,NA,4,7.6,"Enrolled"
"900",1,1,9670,1,1,128,1,124.4,0,0,0,0,1,6,6,6,NA,13.9,"Graduate"
"901",1,1,9147,1,1,114,1,107.7,0,NA,0,0,0,5,2,NA,2,10.8,"Dropout"
"902",1,2,9238,NA,1,118,1,110,0,0,0,NA,1,6,6,6,5,10.8,"Graduate"
"903",1,1,9500,1,3,130,1,130,1,0,0,0,NA,8,8,8,8,9.4,"Graduate"
"904",1,2,9500,1,1,145,1,138.8,1,0,0,0,1,7,6,7,6,7.6,"Graduate"
"905",NA,2,9147,1,1,121,1,126.3,1,0,0,0,0,5,1,NA,0,12.7,"Dropout"
"906",1,3,9500,1,1,114,1,114.5,1,0,0,0,1,7,7,8,8,NA,"Graduate"
"907",NA,4,9670,1,1,127,1,116.5,1,0,0,0,0,6,0,6,0,16.2,"Dropout"
"908",1,2,9238,1,1,145,1,128.6,1,NA,0,0,1,6,5,6,6,12.7,"Graduate"
"909",1,5,9238,1,1,130,1,130,1,0,0,0,NA,6,NA,6,3,9.4,"Enrolled"
"910",1,1,171,1,1,150,1,NA,0,0,0,0,NA,0,0,0,0,15.5,"Dropout"
"911",1,1,NA,NA,1,145,NA,146.8,0,0,0,0,NA,6,6,6,6,7.6,"Graduate"
"912",1,1,9085,1,NA,128,1,NA,1,0,0,0,0,5,4,5,5,10.8,"Graduate"
"913",2,1,9991,0,1,140,1,120,0,0,0,0,0,5,5,5,2,12.7,"Dropout"
"914",NA,1,8014,0,1,130,1,138,NA,0,0,0,0,6,5,NA,6,8.9,"Graduate"
"915",1,1,9500,1,1,140,NA,135.5,0,0,0,0,NA,NA,0,8,0,13.9,"Dropout"
"916",NA,1,9773,1,1,120,26,120,1,0,0,0,0,6,6,NA,NA,NA,"Graduate"
"917",2,1,9991,0,1,147,1,111.7,1,0,0,0,0,5,0,5,0,7.6,"Dropout"
"918",2,1,8014,0,9,133.1,1,100,1,0,0,0,NA,6,0,NA,0,9.4,"Dropout"
"919",2,1,9003,1,39,160,1,160,0,0,0,0,0,6,6,6,6,15.5,"Graduate"
"920",6,1,8014,0,1,NA,NA,114.8,0,0,0,0,1,6,5,6,6,13.9,"Graduate"
"921",4,1,8014,0,19,140,1,131,0,0,0,0,1,6,4,6,NA,10.8,"Graduate"
"922",1,1,8014,0,1,133.1,1,97,0,0,0,0,NA,6,6,NA,6,NA,"Graduate"
"923",NA,6,9238,1,1,131,1,131.7,1,0,0,0,0,6,4,6,4,9.4,"Dropout"
"924",1,1,9500,1,19,133.1,NA,120,0,0,0,NA,1,7,NA,7,2,16.2,"Dropout"
"925",4,1,9991,0,1,120,1,110,NA,0,0,0,NA,5,2,5,3,12.7,"Enrolled"
"926",1,1,9500,NA,1,130,NA,NA,1,0,0,NA,1,NA,6,7,6,NA,"Graduate"
"927",1,1,9085,NA,3,NA,1,140,1,NA,0,0,NA,5,1,5,0,10.8,"Dropout"
"928",2,1,8014,0,1,133.1,1,100,0,NA,1,NA,0,8,7,NA,6,13.9,"Enrolled"
"929",1,1,9085,1,1,140,1,129.3,1,0,1,0,0,6,0,6,0,8.9,"Enrolled"
"930",1,1,9238,1,1,133.1,1,137,NA,0,0,0,0,6,0,6,0,7.6,"Dropout"
"931",1,5,9147,NA,1,125,1,122.2,1,0,0,0,0,5,NA,NA,2,7.6,"Enrolled"
"932",1,1,9853,1,1,115,NA,108,0,0,0,0,1,7,6,7,7,NA,"Graduate"
"933",NA,1,9670,1,3,NA,1,110,0,0,0,0,NA,11,8,8,8,NA,"Graduate"
"934",2,1,9147,1,1,140,1,127.7,1,0,NA,0,0,5,3,5,2,7.6,"Dropout"
"935",1,1,9500,NA,1,100,1,121.3,1,0,0,0,0,8,7,8,7,10.8,"Enrolled"
"936",1,NA,171,1,1,145,1,140.1,1,0,0,0,0,12,12,11,11,8.9,"Graduate"
"937",1,1,9500,1,19,NA,1,114.8,0,0,0,0,0,7,1,7,1,13.9,"Dropout"
"938",1,NA,9991,0,39,150,1,150,0,0,0,0,0,6,6,7,7,NA,"Enrolled"
"939",1,1,9773,1,1,145,1,131.7,1,0,0,NA,0,6,6,6,4,7.6,"Enrolled"
"940",4,1,8014,0,19,133.1,1,110,0,NA,0,NA,0,6,NA,6,3,9.4,"Dropout"
"941",NA,3,9773,1,1,110,1,105.5,1,0,0,0,0,6,NA,NA,5,12.4,"Graduate"
"942",1,1,9238,1,1,128,1,NA,1,0,0,0,1,6,6,6,6,16.2,"Graduate"
"943",2,1,9238,NA,19,133.1,NA,NA,1,0,0,NA,0,NA,0,5,0,9.4,"Enrolled"
"944",1,1,9085,1,NA,130,1,130,0,NA,0,0,0,6,0,6,0,15.5,"Dropout"
"945",1,1,9556,1,1,137,1,NA,1,0,0,0,1,7,7,8,8,12.4,"Graduate"
"946",1,2,9254,1,1,123,1,113.9,1,0,0,0,0,6,6,6,6,11.1,"Graduate"
"947",NA,1,NA,1,1,156,1,151.1,NA,0,1,1,NA,5,5,5,5,16.2,"Graduate"
"948",NA,2,9773,1,1,133.1,NA,125.8,1,NA,NA,1,1,NA,0,4,0,7.6,"Dropout"
"949",2,1,9670,1,NA,100,NA,128.2,NA,0,0,1,0,10,10,9,4,7.6,"Graduate"
"950",1,1,NA,1,1,140,NA,135.1,0,0,0,1,0,5,0,5,0,15.5,"Dropout"
"951",1,1,9991,0,NA,130,1,NA,1,0,0,1,NA,5,NA,5,5,7.6,"Graduate"
"952",2,NA,9991,0,1,133.1,1,132.8,0,0,1,1,0,5,0,5,0,12.4,"Dropout"
"953",1,1,9003,1,39,140,1,140,NA,0,0,1,0,6,6,6,6,12.4,"Graduate"
"954",1,5,9500,1,1,137,1,129.3,0,0,0,NA,0,7,0,8,0,9.4,"Dropout"
"955",1,NA,9119,1,1,120,NA,108.2,1,0,0,1,0,10,4,NA,NA,7.6,"Dropout"
"956",1,4,9670,1,1,NA,1,125.4,1,0,0,1,0,5,3,5,1,7.6,"Dropout"
"957",1,1,9773,1,1,130,1,140.2,0,0,0,NA,1,6,6,6,6,NA,"Graduate"
"958",1,3,9773,1,1,115,1,116.1,1,NA,0,1,0,6,6,6,NA,12.4,"Graduate"
"959",1,1,9147,1,1,150,1,137.8,1,0,0,1,NA,5,NA,NA,5,16.2,"Graduate"
"960",1,3,9670,1,1,134,1,128.4,1,0,0,1,0,5,0,4,0,7.6,"Dropout"
"961",1,NA,9670,1,1,120,1,106,1,0,0,1,0,5,NA,5,2,NA,"Dropout"
"962",1,1,9147,1,1,141,1,130.2,0,NA,NA,1,0,15,15,14,14,NA,"Graduate"
