"Marital.status","Application.order","Course","Daytime.evening.attendance","Previous.qualification","Previous.qualification..grade.","Nacionality","Admission.grade","Displaced","Educational.special.needs","Debtor","Gender","Scholarship.holder","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..approved.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..approved.","Unemployment.rate","Target"
1,1,171,1,1,148,NA,131.6,1,0,0,0,0,12,8,11,9,8.9,"Dropout"
1,NA,9853,1,1,119,1,110.6,0,0,0,0,NA,NA,6,NA,6,11.1,"Enrolled"
1,3,9773,1,1,123,1,117.4,NA,0,0,0,1,6,6,6,6,16.2,"Graduate"
1,1,9773,1,1,150,1,137.8,1,0,0,NA,1,6,6,6,6,8.9,"Graduate"
1,1,9670,1,1,113,1,106.7,1,0,1,0,0,6,2,6,4,15.5,"Dropout"
NA,1,9500,1,1,152,1,156.9,0,0,0,0,NA,7,7,8,8,15.5,"Graduate"
1,3,9500,1,1,154,1,129,1,NA,0,0,0,8,6,8,6,9.4,"Enrolled"
1,2,9773,1,1,NA,1,124.8,1,0,0,0,1,6,5,NA,6,12.4,"Graduate"
1,NA,9238,NA,1,121,1,115.1,1,0,0,0,0,6,6,6,6,11.1,"Graduate"
1,1,9070,1,NA,153,1,NA,1,0,0,0,0,6,6,NA,5,NA,"Graduate"
1,1,9500,1,1,148,1,132.8,0,0,0,0,0,NA,7,8,7,10.8,"Graduate"
1,3,9085,1,1,143,1,159.1,0,0,1,0,1,5,5,5,5,7.6,"Dropout"
1,3,171,1,1,147,1,137.6,1,0,0,0,1,0,0,NA,0,12.7,"Graduate"
1,1,9773,1,1,138,1,124,0,0,0,NA,1,6,NA,6,6,11.1,"Graduate"
1,1,9500,1,1,120,1,149,0,0,0,1,0,6,2,7,0,15.5,"Dropout"
1,1,9238,1,1,145,1,129.6,0,0,0,0,1,6,6,6,6,11.1,"Graduate"
NA,NA,NA,1,1,NA,1,110,1,0,0,0,NA,6,6,6,5,8.9,"Graduate"
1,3,9773,1,1,121,NA,116.1,0,NA,0,0,1,6,6,6,6,12.4,"Graduate"
1,3,9773,1,1,135,1,133.3,1,0,0,0,1,6,6,6,6,8.9,"Graduate"
1,1,9070,NA,NA,140,1,144.3,1,0,0,0,0,7,NA,9,9,12.4,"Graduate"
1,3,9500,1,1,NA,1,NA,1,0,0,0,0,7,7,8,8,11.1,"Graduate"
1,1,9130,1,NA,133,1,NA,1,0,0,0,1,6,6,6,6,8.9,"Graduate"
1,1,9853,1,1,127,1,137.2,NA,0,0,NA,0,6,6,6,4,10.8,"Enrolled"
1,1,9070,1,42,130,1,130,1,0,0,0,NA,6,6,6,NA,8.9,"Enrolled"
1,2,NA,1,1,117,1,110,1,0,1,0,0,6,0,6,0,11.1,"Dropout"
1,4,NA,1,NA,125,1,118,1,0,0,0,0,NA,5,5,5,8.9,"Graduate"
1,1,9773,1,1,141,1,128.4,1,0,0,0,0,6,6,NA,6,11.1,"Graduate"
1,3,9853,1,1,122,NA,113.6,0,0,0,0,0,7,7,7,7,11.1,"Graduate"
1,2,9147,1,1,118,1,113.5,1,0,1,0,0,5,2,5,3,11.1,"Enrolled"
NA,3,9070,1,1,142,1,146.9,1,0,0,0,1,6,6,6,NA,16.2,"Graduate"
NA,1,9130,1,NA,143,1,141.3,0,0,1,0,NA,6,6,6,4,NA,"Enrolled"
NA,4,9773,1,1,143,NA,129.7,1,0,0,0,0,4,0,6,NA,8.9,"Dropout"
1,5,NA,NA,1,NA,1,121.3,1,0,0,0,0,6,6,6,6,12.4,"Enrolled"
1,1,9238,NA,1,115,1,109.1,1,0,1,0,1,6,0,6,0,12.4,"Dropout"
1,2,9853,1,1,112,1,107.1,1,0,0,0,1,7,7,7,6,11.1,"Graduate"
NA,1,9500,1,1,135,1,129.2,0,0,0,0,1,7,7,8,8,11.1,"Graduate"
1,1,NA,1,1,NA,1,154.1,0,0,0,0,0,7,7,8,8,11.1,"Graduate"
1,1,9853,1,1,143,1,147.2,0,0,0,0,0,7,7,7,7,11.1,"Graduate"
1,1,9147,1,1,130,NA,120,0,NA,0,0,0,5,5,5,3,11.1,"Enrolled"
1,1,9070,NA,1,136,1,NA,NA,0,0,0,0,NA,6,6,6,NA,"Enrolled"
1,NA,NA,1,1,125,1,120.8,1,0,0,NA,0,6,6,6,6,NA,"Graduate"
1,2,9500,1,1,132,1,125.4,1,0,0,0,1,7,7,8,7,11.1,"Enrolled"
1,1,8014,0,1,123,1,121.3,1,0,0,NA,0,6,6,6,6,7.6,"Graduate"
1,1,9147,1,1,142,1,127,1,0,0,0,1,5,5,5,4,13.9,"Graduate"
1,3,171,1,1,147,1,151.6,1,0,0,0,0,0,0,0,0,13.9,"Graduate"
1,1,9085,1,1,140,6,131.6,NA,0,0,0,0,7,NA,7,6,12.4,"Enrolled"
1,2,9238,1,1,133.1,1,106,1,0,0,0,1,6,6,6,6,12.4,"Graduate"
1,4,9773,1,1,114,1,111.6,1,0,0,0,1,6,6,6,6,11.1,"Graduate"
1,3,9670,1,1,125,1,117.3,1,NA,0,0,0,6,6,6,5,8.9,"Graduate"
1,1,9853,1,1,127,1,121.4,1,0,0,0,0,7,7,7,NA,11.1,"Dropout"
NA,3,9070,1,1,132,1,126.1,1,0,NA,0,1,NA,6,6,6,11.1,"Graduate"
1,4,9500,1,1,148,1,137,1,0,0,0,0,8,8,8,8,9.4,"Graduate"
1,1,9670,1,1,139,1,120.8,0,0,NA,0,0,6,NA,6,0,15.5,"Dropout"
1,1,9254,NA,1,136,1,128.7,1,0,0,0,0,6,6,6,6,13.9,"Dropout"
NA,1,9238,1,9,133.1,NA,118,0,0,0,0,0,6,NA,5,0,7.6,"Dropout"
1,1,9130,1,1,120,6,120,0,0,1,0,0,5,5,5,2,10.8,"Enrolled"
2,1,9130,1,1,130,1,160,0,0,0,1,0,6,2,6,1,16.2,"Dropout"
2,1,9119,1,1,NA,1,150,1,0,0,1,0,5,0,5,0,7.6,"Dropout"
1,3,9119,1,1,133,1,121.8,1,0,0,1,NA,NA,4,5,2,8.9,"Enrolled"
1,3,9119,1,NA,138,1,125.4,1,1,NA,1,0,5,3,5,4,8.9,"Dropout"
1,1,9556,1,1,131,1,126.6,1,0,0,1,0,NA,5,7,NA,8.9,"Enrolled"
1,1,9130,1,39,150,NA,150,0,0,0,1,0,5,0,5,0,12.7,"Dropout"
1,1,9147,1,1,125,NA,114.5,1,0,0,1,0,5,5,5,5,9.4,"Graduate"
1,1,9147,1,1,108,41,107,0,0,1,0,0,5,0,5,0,8.9,"Dropout"
NA,1,9147,1,1,NA,1,115.7,NA,0,0,1,0,NA,4,5,4,8.9,"Enrolled"
1,NA,9130,NA,1,133.1,1,120,NA,0,1,1,0,5,0,5,0,9.4,"Dropout"
1,3,9500,1,1,147,1,134.8,1,0,0,0,0,7,6,7,6,7.6,"Graduate"
1,1,NA,1,1,NA,1,133.6,NA,0,0,0,0,6,NA,6,5,9.4,"Graduate"
1,1,171,1,NA,115,1,129,1,0,1,0,1,0,0,0,0,9.4,"Dropout"
NA,1,9991,0,NA,160,NA,128.4,0,0,0,0,0,5,NA,5,5,12.4,"Graduate"
1,1,NA,1,1,118,1,122.2,0,0,0,0,0,5,3,5,NA,11.1,"Graduate"
1,1,9085,1,1,122,1,113.3,NA,0,NA,0,0,5,4,5,5,10.8,"Enrolled"
1,6,9500,1,1,143,1,129.9,0,0,0,NA,1,7,NA,8,NA,NA,"Graduate"
1,NA,9500,1,1,133,1,126.2,1,NA,0,0,0,7,7,8,7,15.5,"Graduate"
1,2,9853,1,NA,NA,1,112.6,1,0,0,0,0,6,5,6,4,12.7,"Enrolled"
1,1,9238,1,1,164,1,149,1,0,0,0,1,6,6,6,6,10.8,"Graduate"
2,1,9500,1,1,133.1,1,120,0,0,NA,NA,1,8,7,8,7,12.7,"Graduate"
1,4,9119,NA,1,127,NA,120.4,1,0,1,1,NA,5,0,5,0,9.4,"Enrolled"
1,3,9773,1,1,140,1,128.1,1,1,0,1,0,6,5,6,0,16.2,"Dropout"
1,1,9238,1,1,127,1,141.7,1,0,NA,1,0,6,6,6,6,10.8,"Dropout"
1,NA,9003,1,12,133.1,1,130,0,0,0,1,0,NA,0,6,0,11.1,"Dropout"
1,4,9119,1,1,115,1,113.3,1,0,0,NA,0,5,0,5,0,7.6,"Dropout"
1,1,9773,1,1,108,NA,NA,0,0,0,1,0,6,4,6,NA,7.6,"Dropout"
1,2,9119,1,1,136,1,122.7,NA,0,0,1,0,5,5,5,3,13.9,"Dropout"
1,NA,9147,1,12,133.1,1,120,1,0,1,1,0,5,0,5,0,9.4,"Dropout"
1,NA,9070,1,39,120,1,119.8,0,0,0,1,0,7,2,9,7,12.4,"Dropout"
1,1,9670,1,1,133.1,1,122.9,0,0,1,1,NA,6,3,6,2,13.9,"Dropout"
NA,1,9085,NA,NA,160,1,160,1,1,0,1,NA,6,6,6,6,12.4,"Dropout"
1,4,9500,1,NA,128,1,125.2,1,0,0,1,1,7,7,8,8,12.4,"Graduate"
1,1,9119,1,3,130,1,143.4,0,0,0,1,NA,3,0,5,0,10.8,"Dropout"
1,1,9119,1,19,133.1,1,96.7,0,0,0,1,1,5,0,5,0,12.4,"Dropout"
1,1,9254,1,1,137,1,126.9,0,0,0,1,0,6,NA,6,5,16.2,"Graduate"
1,1,171,1,NA,163,1,143.1,0,0,0,1,NA,0,0,0,0,9.4,"Graduate"
1,1,9254,NA,1,125,1,114.5,0,0,NA,1,0,6,6,6,6,NA,"Graduate"
2,1,9119,1,NA,120,1,140,NA,0,0,1,0,5,1,NA,NA,9.4,"Dropout"
1,NA,9991,0,1,NA,1,113.7,0,0,0,1,0,15,13,NA,10,16.2,"Graduate"
1,1,9556,1,1,135,NA,131.5,0,0,0,1,1,7,NA,8,6,16.2,"Enrolled"
1,1,9003,1,1,148,1,NA,0,0,1,1,0,6,5,6,4,8.9,"Graduate"
1,NA,NA,1,1,138,1,126.8,0,0,0,1,1,7,7,8,8,15.5,"Graduate"
1,1,9070,1,1,119,1,115.2,0,0,0,1,NA,6,4,6,5,15.5,"Dropout"
1,2,9556,1,1,130,1,100,0,0,0,1,1,7,2,7,0,15.5,"Dropout"
1,2,9670,1,1,135,1,121.4,NA,NA,NA,NA,NA,5,3,5,5,9.4,"Graduate"
1,1,9070,1,39,120,1,120,1,0,NA,1,0,7,5,9,7,NA,"Dropout"
1,NA,9070,1,1,126,1,129.9,1,0,0,1,1,6,6,6,5,12.4,"Graduate"
1,1,171,1,1,149,1,151.1,1,0,0,1,0,0,NA,0,0,9.4,"Graduate"
1,1,9003,1,1,110,1,120,0,0,NA,1,0,6,1,6,0,16.2,"Dropout"
1,1,9003,1,1,133.1,1,130,0,0,1,1,0,6,3,10,6,16.2,"Dropout"
1,2,9500,1,1,127,1,119,1,0,0,0,1,8,7,NA,7,10.8,"Graduate"
1,1,9773,1,6,120,1,122,1,0,0,0,0,10,10,10,9,7.6,"Graduate"
1,6,9773,1,1,NA,1,129.7,1,0,0,0,0,6,6,6,NA,7.6,"Graduate"
1,2,9238,1,1,110,1,112.5,1,0,0,0,1,7,NA,7,7,NA,"Graduate"
1,1,9500,1,1,136,1,136,NA,0,0,0,1,7,7,8,8,13.9,"Graduate"
1,3,9773,1,1,145,1,133.1,NA,0,0,0,1,6,NA,6,4,10.8,"Graduate"
1,2,9773,1,1,159,1,151.3,1,0,0,0,0,6,6,6,6,NA,"Graduate"
NA,1,171,1,1,147,1,133.3,0,NA,0,0,0,0,0,0,NA,16.2,"Dropout"
1,1,9500,1,1,150,1,130.8,1,0,0,0,1,8,NA,8,7,12.7,"Graduate"
1,1,8014,0,3,140,1,140,0,0,0,0,0,NA,0,5,0,9.4,"Dropout"
1,1,9085,1,39,150,1,150,1,0,0,0,0,18,NA,NA,13,15.5,"Graduate"
2,1,9991,NA,39,130,1,130,0,0,0,0,0,5,3,5,1,15.5,"Dropout"
1,1,9773,1,1,120,1,125.3,0,0,0,0,0,6,6,6,NA,NA,"Graduate"
1,1,9070,1,39,130,1,NA,NA,0,0,0,1,12,12,12,11,15.5,"Graduate"
1,1,9254,1,1,112,1,113.8,1,0,0,0,0,6,6,NA,4,7.6,"Enrolled"
1,1,9670,1,1,128,NA,124.4,NA,NA,0,0,1,NA,6,6,6,13.9,"Graduate"
1,1,9147,1,1,114,1,107.7,0,0,0,0,0,5,2,5,2,10.8,"Dropout"
1,2,9238,1,1,118,NA,110,0,0,0,0,1,6,6,6,5,10.8,"Graduate"
1,1,9500,1,3,130,1,130,1,0,0,0,0,8,8,8,8,9.4,"Graduate"
1,2,NA,1,1,145,1,138.8,1,0,0,0,1,7,6,7,6,NA,"Graduate"
1,2,9147,1,1,121,1,126.3,NA,0,0,0,0,5,1,5,0,12.7,"Dropout"
1,3,9500,1,1,114,1,114.5,1,0,0,0,1,7,7,8,8,12.4,"Graduate"
NA,4,9670,1,1,127,1,NA,NA,0,0,0,NA,6,0,6,0,16.2,"Dropout"
1,2,9238,1,1,145,1,128.6,1,0,0,NA,1,6,5,6,6,12.7,"Graduate"
1,5,9238,1,NA,130,1,130,1,0,0,0,0,6,4,6,3,9.4,"Enrolled"
NA,1,171,1,1,150,1,134.6,0,0,0,0,0,0,0,0,0,15.5,"Dropout"
1,1,9853,1,1,NA,NA,146.8,0,NA,0,0,0,6,6,6,6,7.6,"Graduate"
NA,NA,9085,1,1,128,1,135.7,1,0,0,NA,0,5,4,5,5,NA,"Graduate"
2,1,9991,0,1,140,1,120,0,0,NA,0,0,5,5,5,2,12.7,"Dropout"
4,1,8014,0,1,130,1,138,0,0,0,0,0,6,5,NA,6,8.9,"Graduate"
1,1,9500,1,1,NA,NA,135.5,0,0,0,0,NA,7,0,8,0,13.9,"Dropout"
1,NA,9773,1,1,120,26,120,NA,0,0,0,0,6,6,6,6,12.4,"Graduate"
2,1,9991,0,1,147,1,111.7,1,0,0,0,0,5,NA,5,0,7.6,"Dropout"
2,1,8014,0,9,133.1,1,100,1,0,0,NA,NA,NA,0,NA,0,9.4,"Dropout"
2,1,9003,1,39,160,1,160,0,0,0,0,0,6,6,6,6,15.5,"Graduate"
6,1,8014,0,1,133.1,1,114.8,0,0,0,NA,1,6,5,6,6,NA,"Graduate"
4,1,8014,0,19,140,1,131,0,0,0,0,1,6,4,6,5,10.8,"Graduate"
1,1,NA,0,1,133.1,1,97,0,0,0,0,1,6,6,6,6,NA,"Graduate"
1,6,9238,1,1,131,1,131.7,1,0,0,0,0,6,4,6,4,9.4,"Dropout"
1,NA,9500,1,NA,133.1,1,120,0,NA,0,0,NA,7,3,7,2,16.2,"Dropout"
4,1,9991,0,1,120,1,110,0,0,0,0,0,5,2,NA,NA,12.7,"Enrolled"
1,1,9500,NA,NA,130,1,133,1,0,0,0,1,7,6,7,6,7.6,"Graduate"
1,1,NA,1,3,140,1,140,1,0,NA,0,0,5,1,NA,0,10.8,"Dropout"
2,1,8014,0,1,133.1,1,100,0,0,1,0,0,8,7,NA,6,13.9,"Enrolled"
NA,1,NA,1,1,140,1,129.3,1,0,1,0,0,NA,NA,6,0,8.9,"Enrolled"
1,1,9238,1,1,133.1,1,137,1,0,0,0,0,6,0,6,0,7.6,"Dropout"
1,5,9147,1,1,125,1,122.2,1,0,NA,0,0,5,1,5,NA,7.6,"Enrolled"
NA,1,9853,1,1,NA,NA,108,0,0,0,0,1,NA,6,7,7,12.4,"Graduate"
2,1,9670,1,3,110,NA,NA,0,0,0,0,0,11,8,8,8,13.9,"Graduate"
2,1,9147,1,NA,140,1,127.7,1,0,0,0,0,5,3,5,2,NA,"Dropout"
1,NA,9500,1,1,100,1,121.3,1,NA,0,0,0,8,7,8,7,NA,"Enrolled"
NA,3,171,1,1,145,1,140.1,1,0,0,0,0,12,12,11,11,8.9,"Graduate"
1,1,9500,1,19,133.1,1,114.8,0,0,0,0,0,7,1,7,1,NA,"Dropout"
1,1,9991,0,39,150,1,150,0,0,0,0,NA,NA,6,NA,7,9.4,"Enrolled"
1,1,9773,1,1,145,1,131.7,1,NA,0,0,0,6,6,6,4,NA,"Enrolled"
NA,1,8014,0,NA,133.1,1,110,0,0,0,0,NA,6,5,6,NA,9.4,"Dropout"
1,3,9773,1,1,110,1,105.5,NA,0,0,0,NA,NA,6,6,5,12.4,"Graduate"
1,1,9238,1,1,128,1,127.3,1,0,0,0,NA,6,6,6,6,16.2,"Graduate"
2,1,9238,1,19,133.1,1,NA,1,0,0,0,0,6,0,5,0,NA,"Enrolled"
NA,1,9085,1,3,130,1,130,0,0,0,0,0,6,0,6,0,NA,"Dropout"
NA,1,9556,1,1,137,1,122.7,1,0,0,0,1,7,7,8,8,12.4,"Graduate"
1,2,9254,1,1,123,1,113.9,1,NA,0,0,0,6,6,6,NA,11.1,"Graduate"
1,1,9147,1,1,156,1,NA,0,0,1,1,0,5,5,5,5,16.2,"Graduate"
1,2,9773,1,1,133.1,1,125.8,NA,0,NA,1,1,4,NA,4,0,7.6,"Dropout"
2,1,9670,1,1,100,1,128.2,0,0,0,1,0,10,10,9,4,7.6,"Graduate"
1,1,9147,1,1,140,1,135.1,NA,0,0,1,0,5,0,5,0,15.5,"Dropout"
1,1,9991,0,1,130,1,120.2,1,0,0,1,0,5,NA,5,5,7.6,"Graduate"
NA,1,NA,0,1,133.1,1,132.8,0,0,1,NA,0,5,0,5,0,NA,"Dropout"
NA,1,9003,1,39,140,1,140,0,0,0,1,0,6,6,6,6,12.4,"Graduate"
NA,5,NA,1,1,137,1,NA,0,0,0,0,0,NA,0,8,0,9.4,"Dropout"
NA,NA,9119,1,1,120,1,108.2,1,0,0,1,0,10,4,11,4,7.6,"Dropout"
1,4,NA,1,1,125,1,125.4,1,0,0,1,0,5,3,5,1,7.6,"Dropout"
NA,1,9773,1,1,130,1,140.2,0,0,0,1,1,6,6,6,6,16.2,"Graduate"
1,NA,9773,NA,1,NA,1,116.1,1,0,0,1,0,6,6,NA,5,12.4,"Graduate"
1,1,9147,1,1,NA,NA,137.8,1,NA,0,1,1,5,5,5,5,16.2,"Graduate"
1,3,9670,NA,1,NA,1,128.4,1,0,0,1,0,5,0,4,0,7.6,"Dropout"
NA,1,9670,NA,1,120,1,106,1,0,0,1,0,5,3,5,2,7.6,"Dropout"
1,1,NA,1,1,141,1,130.2,0,0,0,1,0,15,15,14,14,9.4,"Graduate"
1,1,9130,1,1,133,1,126,0,0,NA,1,0,5,3,5,5,7.6,"Graduate"
1,NA,9119,NA,1,149,1,NA,0,0,0,1,0,5,2,5,2,7.6,"Enrolled"
1,NA,9773,1,1,NA,1,113,1,0,0,1,1,6,NA,NA,NA,12.4,"Graduate"
1,1,9003,1,NA,120,1,120,0,0,0,1,0,6,5,6,5,8.9,"Graduate"
2,NA,NA,NA,1,148,1,130.9,0,0,0,1,0,5,0,5,0,12.4,"Dropout"
1,1,9003,1,12,133.1,1,NA,0,0,0,1,0,6,0,NA,0,13.9,"Dropout"
2,1,9991,0,1,135,1,134.1,1,0,NA,1,0,5,0,5,0,7.6,"Dropout"
1,1,9119,1,1,150,1,120,NA,0,0,1,0,5,3,5,2,15.5,"Enrolled"
1,1,9670,1,1,130,1,114.8,0,0,0,1,0,5,4,5,4,NA,"Graduate"
4,1,9147,1,1,133.1,1,123,1,NA,0,1,0,NA,NA,5,0,7.6,"Dropout"
2,2,9119,NA,19,NA,1,118,0,0,0,1,0,5,0,5,0,9.4,"Dropout"
2,1,9853,1,1,110,1,100,NA,0,0,1,0,2,1,4,4,13.9,"Graduate"
2,1,9991,0,1,170,1,151.1,0,0,0,1,0,5,5,5,5,16.2,"Graduate"
1,3,9119,1,1,120,1,116.9,1,NA,1,1,0,5,3,5,3,8.9,"Enrolled"
1,1,9500,1,19,133.1,1,106,1,0,0,1,0,NA,6,7,6,7.6,"Graduate"
NA,1,9085,1,1,139,1,127.1,0,0,0,1,1,5,5,5,4,10.8,"Graduate"
1,1,9991,NA,19,NA,NA,NA,1,0,1,1,0,NA,5,NA,5,10.8,"Dropout"
1,1,9003,1,1,133.1,1,101,0,0,NA,1,0,11,9,9,8,15.5,"Graduate"
1,1,NA,NA,6,120,1,128.2,1,0,0,1,0,6,4,5,2,7.6,"Dropout"
2,1,9991,0,1,100,1,113,0,0,NA,1,NA,5,4,5,5,8.9,"Enrolled"
1,1,9773,NA,1,134,1,122.8,0,0,0,1,0,6,NA,6,6,12.7,"Graduate"
2,1,9991,0,1,130,1,145.6,0,0,0,1,0,5,4,5,4,NA,"Enrolled"
1,1,9147,1,1,128,1,116.5,0,0,0,1,0,5,NA,NA,1,7.6,"Dropout"
1,1,9500,1,1,154,1,142,0,0,0,1,0,8,7,8,NA,12.7,"Graduate"
1,1,9003,1,4,150,1,150,0,NA,0,1,0,6,6,6,6,16.2,"Graduate"
1,1,9070,1,1,134,1,133.3,1,0,0,1,0,6,5,6,0,7.6,"Dropout"
1,1,9238,1,1,127,1,115.8,1,0,0,1,0,6,3,6,2,11.1,"Dropout"
1,NA,9085,1,1,NA,1,100,1,0,1,1,0,6,5,6,2,12.4,"Dropout"
1,1,9500,1,1,NA,1,128.6,1,0,0,0,0,7,NA,8,8,16.2,"Graduate"
1,1,9130,1,1,135,1,137.1,1,0,0,0,0,6,6,6,NA,12.4,"Graduate"
1,1,9773,1,1,NA,1,149,1,0,0,0,0,6,6,6,6,11.1,"Dropout"
1,2,9238,1,39,150,1,147,1,0,0,0,0,6,6,6,6,12.4,"Graduate"
2,NA,9238,1,3,150,1,NA,0,0,0,0,0,6,5,6,5,12.7,"Graduate"
1,1,8014,0,NA,130,1,103.5,0,0,0,0,1,6,NA,6,NA,12.7,"Graduate"
1,3,9500,1,1,113,1,107.8,1,0,NA,0,1,7,5,7,NA,12.4,"Enrolled"
NA,1,9085,1,39,130,6,130,1,NA,0,NA,0,6,5,6,2,12.4,"Enrolled"
1,NA,9254,1,1,115,1,109.4,1,NA,0,0,NA,6,6,6,5,11.1,"Graduate"
1,3,9070,1,1,146,1,143.6,1,NA,0,0,0,NA,6,6,6,7.6,"Dropout"
1,3,9070,1,1,132,1,NA,0,1,0,0,0,6,0,6,0,NA,"Dropout"
1,5,9670,1,1,116,1,119.5,1,0,0,0,0,6,0,6,0,8.9,"Dropout"
1,1,171,1,1,163,1,175.6,1,0,0,NA,0,NA,0,0,0,11.1,"Graduate"
1,2,9147,1,1,122,1,116.1,1,0,0,0,1,5,5,5,3,12.4,"Graduate"
NA,2,9238,1,1,136,NA,126.6,1,0,0,0,0,6,6,6,6,11.1,"Dropout"
1,1,9085,1,1,142,1,130.8,1,NA,NA,0,0,5,NA,5,5,12.7,"Graduate"
1,6,9500,1,1,139,1,133.5,1,0,0,0,1,NA,7,8,7,12.7,"Graduate"
1,1,9238,1,42,140,1,136.9,1,0,0,0,0,9,9,9,9,NA,"Graduate"
1,1,9500,1,1,165,1,142.3,NA,0,0,0,1,8,7,8,7,12.7,"Graduate"
1,3,NA,1,1,122,NA,114.3,1,0,0,0,0,6,6,NA,6,11.1,"Graduate"
1,2,9500,1,1,135,1,122.9,1,0,0,0,0,7,7,8,6,15.5,"Graduate"
1,1,9500,1,1,128,1,117.2,1,0,0,0,0,7,NA,8,NA,16.2,"Graduate"
1,1,9147,1,1,139,1,152,0,0,0,0,1,5,5,5,5,12.7,"Graduate"
1,NA,9773,1,1,125,1,122.2,1,0,0,NA,0,6,0,6,0,NA,"Dropout"
1,2,NA,1,1,102,1,101.7,1,0,0,0,1,5,5,5,NA,8.9,"Graduate"
NA,1,9254,1,1,NA,1,119.9,NA,0,0,0,0,6,6,NA,6,12.4,"Graduate"
1,1,9147,NA,1,138,1,123.7,1,0,1,0,1,NA,4,5,0,NA,"Dropout"
1,1,9070,1,1,135,1,121.8,0,0,0,0,1,11,11,11,11,11.1,"Graduate"
NA,4,9670,1,NA,110,NA,106.1,1,1,1,0,1,6,1,NA,0,12.7,"Dropout"
1,3,9773,1,1,132,NA,124.3,1,0,1,0,1,6,6,6,6,15.5,"Graduate"
1,2,9500,1,1,126,1,124.3,1,0,0,0,1,8,8,8,8,9.4,"Graduate"
1,NA,NA,1,39,117.4,1,117.4,1,0,0,0,0,7,6,5,5,11.1,"Graduate"
1,2,9500,NA,1,120,1,112.7,0,0,0,0,0,8,6,8,6,10.8,"Graduate"
1,1,9070,NA,1,116,1,123.7,0,0,NA,NA,NA,6,6,6,6,11.1,"Graduate"
1,2,9853,1,1,111,NA,105.8,1,0,NA,0,0,7,7,7,7,8.9,"Graduate"
1,3,9085,1,1,128,1,124.2,0,0,0,0,NA,5,2,5,2,7.6,"Dropout"
1,1,9085,1,1,123,1,122.3,NA,0,0,NA,0,NA,5,5,5,7.6,"Graduate"
1,5,9254,1,1,131,1,123.7,NA,0,0,0,1,6,5,6,5,NA,"Graduate"
1,2,9500,NA,1,135,1,129.8,NA,0,0,0,0,7,NA,NA,8,13.9,"Graduate"
1,4,9500,1,NA,136,1,123.8,1,0,0,0,1,8,7,8,7,12.7,"Graduate"
1,2,NA,1,1,132,1,126.4,1,0,0,0,1,5,3,5,3,13.9,"Graduate"
1,1,9853,1,1,120,1,115.1,0,0,NA,0,1,6,4,6,4,15.5,"Enrolled"
1,1,9773,1,1,144,1,138.4,0,NA,0,NA,0,6,6,6,6,13.9,"Graduate"
1,1,9085,NA,1,129,1,118.2,1,0,0,0,1,5,4,5,5,10.8,"Graduate"
1,1,9070,1,1,136,1,121.7,1,0,0,0,0,6,2,6,NA,12.4,"Dropout"
1,3,NA,1,1,NA,1,NA,0,0,0,0,1,6,6,6,6,11.1,"Enrolled"
1,1,9238,1,1,125,NA,NA,0,0,0,NA,0,6,0,NA,0,11.1,"Dropout"
NA,1,9238,1,1,154,1,164.9,0,0,0,0,0,6,6,6,6,10.8,"Graduate"
1,1,9085,1,1,100,1,100,1,0,0,0,1,2,2,6,6,13.9,"Graduate"
1,1,NA,1,NA,124,1,NA,0,0,0,0,0,6,5,6,5,15.5,"Enrolled"
1,4,NA,1,1,126,1,120.4,1,0,0,0,0,6,5,6,5,16.2,"Graduate"
1,NA,9500,1,1,124,1,NA,0,0,0,0,1,8,7,8,7,10.8,"Graduate"
4,1,9670,1,NA,150,1,110,NA,0,NA,0,0,8,8,7,5,9.4,"Graduate"
1,6,9500,1,1,133,1,128.8,1,0,0,NA,1,7,6,8,7,15.5,"Graduate"
1,NA,9254,1,1,126,1,116.6,1,0,0,0,0,6,5,6,5,13.9,"Graduate"
1,NA,9991,0,40,120,1,120,0,0,0,0,0,5,0,5,0,NA,"Dropout"
1,3,NA,1,NA,175,1,157.5,1,0,0,0,0,6,6,6,6,10.8,"Dropout"
1,6,9500,1,1,141,1,136.3,1,0,0,0,0,8,7,NA,NA,10.8,"Graduate"
1,1,9500,1,1,NA,1,121.5,1,0,0,0,1,NA,6,8,7,11.1,"Graduate"
1,1,9500,1,1,143,1,133.9,0,0,NA,0,0,7,7,8,8,12.4,"Graduate"
1,NA,171,1,1,NA,1,136.8,1,0,0,0,1,0,0,0,0,13.9,"Graduate"
1,2,9500,1,1,134,1,133.5,1,0,NA,NA,0,NA,7,8,8,13.9,"Graduate"
1,3,9500,1,1,138,1,130,1,0,0,0,0,7,7,8,NA,13.9,"Dropout"
1,1,9085,1,39,140,1,140,NA,0,0,0,0,6,NA,6,5,12.4,"Graduate"
NA,2,NA,1,1,142,1,NA,1,0,0,0,1,7,NA,8,NA,NA,"Graduate"
1,1,9500,1,1,118,1,117.8,NA,0,0,0,1,7,7,NA,NA,12.4,"Graduate"
1,2,9500,1,1,131,1,126.1,1,0,0,0,1,7,7,8,7,11.1,"Dropout"
NA,1,9500,1,1,NA,1,120,0,NA,0,0,0,7,6,7,6,7.6,"Graduate"
1,1,9670,1,12,133.1,1,100,1,0,1,0,0,5,5,5,NA,9.4,"Dropout"
